cod_dis,nom_dis,dat_inc,tipo,crg_hor_semanal,carga,inativa
731,Tecnologia de Ensaios da Qualidade II,1988-04-11,Obrigatoria,4,80,ativa
732,Tecnologia na Fabricacao de Conjuntos Soldados II,1988-04-11,Obrigatoria,2,40,ativa
733,Calculo e Projeto de Estruturas Soldadas II,1988-04-11,Obrigatoria,4,80,ativa
734,Estagio Supervisionado,1988-04-11,Obrigatoria,0,40,ativa
735,Estatistica,1988-04-11,Obrigatoria,2,40,ativa
736,Gestao da Manufatura na Soldagem,1988-04-11,Obrigatoria,2,40,ativa
737,Gestao da Qualidade,1988-04-11,Obrigatoria,2,40,ativa
738,Ingles IV,1988-04-11,Obrigatoria,2,40,ativa
739,Robotica para Soldagem,1988-04-11,Obrigatoria,4,80,ativa
740,Solda de Manutencao II,1988-04-11,Obrigatoria,4,80,ativa
741,Tecnologia no Tratamento de Superficies,1988-04-11,Obrigatoria,4,80,ativa
742,Técnicas de Nutrição e Higiene dos Alimentos,2025-01-01,Obrigatoria,6,80,ativa
743,Fundamentos da Hospitalidade,2025-01-01,Obrigatoria,2,40,ativa
744,Comunicação e Expressão I,2025-01-01,Obrigatoria,2,40,ativa
745,Gastronomia e Turismo,2025-01-01,Obrigatoria,4,80,ativa
746,Território e Gastronomia,2025-01-01,Obrigatoria,4,80,ativa
747,Projeto Integrador I – Tipologia de Espaços Gastronômicos,2025-01-01,Obrigatoria,2,40,ativa
748,Inglês I,2025-01-01,Obrigatoria,2,40,ativa
749,Espanhol I,2025-01-01,Obrigatoria,2,40,ativa
750,Economia Criativa,2025-01-01,Obrigatoria,2,40,ativa
751,Métodos para Produção do Conhecimento,2025-01-01,Obrigatoria,2,40,ativa
752,Planejamento e Organização de Eventos Gastronômicos,2025-01-01,Obrigatoria,4,80,ativa
753,Serviços de Sala e Bar,2025-01-01,Obrigatoria,4,80,ativa
754,Técnicas Básicas de Gastronomia,2025-01-01,Obrigatoria,4,80,ativa
755,Comunicação e Expressão II,2025-01-01,Obrigatoria,2,40,ativa
756,Projeto Integrador II – Festival Gastronômico,2025-01-01,Obrigatoria,2,40,ativa
757,Inglês II,2025-01-01,Obrigatoria,2,40,ativa
758,Espanhol II,2025-01-01,Obrigatoria,2,40,ativa
759,Administração,2025-01-01,Obrigatoria,2,40,ativa
760,Marketing de Serviços,2025-01-01,Obrigatoria,2,40,ativa
761,Tecnologia da Informação Aplicada a Empreendimentos Gastronômicos,2025-01-01,Obrigatoria,4,80,ativa
762,Técnicas Gastronômicas Avançadas,2025-01-01,Obrigatoria,4,80,ativa
763,Planejamento e Gestão de Cardápio Gastronômico,2025-01-01,Obrigatoria,4,80,ativa
764,Estatística,2025-01-01,Obrigatoria,2,40,ativa
765,Projeto Integrador III – Engenharia de Cardápios,2025-01-01,Obrigatoria,4,80,ativa
766,Inglês III,2025-01-01,Obrigatoria,2,40,ativa
767,Espanhol III,2025-01-01,Obrigatoria,2,40,ativa
768,Planejamento Físico de Espaços Gastronômicos,2025-01-01,Obrigatoria,4,80,ativa
769,Gestão Financeira de Empreendimentos Gastronômicos,2025-01-01,Obrigatoria,2,40,ativa
770,Marketing Digital,2025-01-01,Obrigatoria,2,40,ativa
771,Cultura Gastronômica,2025-01-01,Obrigatoria,4,80,ativa
772,Gestão em Serviços de Alimentação (Operacional),2025-01-01,Obrigatoria,4,80,ativa
773,Projeto Integrador IV – Pesquisa de Mercado Gastronômico,2025-01-01,Obrigatoria,4,80,ativa
774,Inglês IV,2025-01-01,Obrigatoria,2,40,ativa
775,Espanhol IV,2025-01-01,Obrigatoria,2,40,ativa
776,Vitrinismo e Merchandising em A&B,2025-01-01,Obrigatoria,4,80,ativa
777,Gestão da Qualidade em Gastronomia,2025-01-01,Obrigatoria,2,40,ativa
778,Legislação Aplicada a Negócios Gastronômicos,2025-01-01,Obrigatoria,2,40,ativa
779,Análise e Administração de Custos,2025-01-01,Obrigatoria,2,40,ativa
780,Gestão de Recursos Humanos,2025-01-01,Obrigatoria,2,40,ativa
781,Harmonização,2025-01-01,Obrigatoria,4,80,ativa
782,Projeto Integrador V – Marketing,2025-01-01,Obrigatoria,4,80,ativa
783,Inglês V,2025-01-01,Obrigatoria,2,40,ativa
784,Espanhol V,2025-01-01,Obrigatoria,2,40,ativa
785,Estudo de Viabilidade Econômico-Financeira,2025-01-01,Obrigatoria,4,80,ativa
786,Tendências Mercadológicas do Mercado Gastronômico,2025-01-01,Obrigatoria,4,80,ativa
787,Gerenciamento da Cadeia de Suprimentos na Gastronomia,2025-01-01,Obrigatoria,2,40,ativa
788,Importação e Exportação de Alimentos e Bebidas,2025-01-01,Obrigatoria,2,40,ativa
789,Empreendedorismo,2025-01-01,Obrigatoria,4,80,ativa
790,Projeto Integrador VI – Modelos de Negócios e Projetos de Consultoria,2025-01-01,Obrigatoria,4,80,ativa
791,Inglês VI,2025-01-01,Obrigatoria,2,40,ativa
792,Espanhol VI,2025-01-01,Obrigatoria,2,40,ativa
793,Introducao a Gestao Cultural,2024-01-01,Obrigatoria,2,40,ativa
794,Comunicacao e Expressao,2024-01-01,Obrigatoria,2,40,ativa
795,Sociologia da Cultura,2024-01-01,Obrigatoria,4,80,ativa
796,Historia das Artes e da Cultura,2024-01-01,Obrigatoria,4,80,ativa
797,Tecnologias da Informacao Aplicadas a Cultura,2024-01-01,Obrigatoria,2,40,ativa
798,Gestao de Projetos Culturais,2024-01-01,Obrigatoria,4,80,ativa
799,Economia da Cultura,2024-01-01,Obrigatoria,2,40,ativa
800,Legislacao Cultural e Direitos Autorais,2024-01-01,Obrigatoria,2,40,ativa
801,Tecnicas de Comunicacao e Expressao Oral,2024-01-01,Obrigatoria,2,40,ativa
802,Design e Multimidia,2024-01-01,Obrigatoria,4,80,ativa
803,Marketing Cultural,2024-01-01,Obrigatoria,4,80,ativa
804,Economia Criativa,2024-01-01,Obrigatoria,2,40,ativa
805,Patrimonio e Memoria Cultural,2024-01-01,Obrigatoria,2,40,ativa
806,Producao de Eventos,2024-01-01,Obrigatoria,4,80,ativa
807,Tecnologias Aplicadas a Producao Cultural,2024-01-01,Obrigatoria,2,40,ativa
808,Gestao Financeira e Orcamentaria,2024-01-01,Obrigatoria,2,40,ativa
809,Planejamento de Projetos Culturais,2024-01-01,Obrigatoria,4,80,ativa
810,Politicas Culturais,2024-01-01,Obrigatoria,2,40,ativa
811,Producao Audiovisual,2024-01-01,Obrigatoria,4,80,ativa
812,Empreendedorismo Cultural,2024-01-01,Obrigatoria,2,40,ativa
813,Gestao de Espacos Culturais,2024-01-01,Obrigatoria,4,80,ativa
814,Legislacao Trabalhista e Tributaria na Cultura,2024-01-01,Obrigatoria,2,40,ativa
815,Tecnologia da Producao de Espetaculos,2024-01-01,Obrigatoria,4,80,ativa
816,Projeto Integrador em Producao Cultural,2024-01-01,Obrigatoria,4,80,ativa
817,Gestao de Carreiras Culturais,2024-01-01,Obrigatoria,2,40,ativa
818,Etica e Responsabilidade Social na Cultura,2024-01-01,Obrigatoria,2,40,ativa
819,Estagio Supervisionado,2024-01-01,Obrigatoria,0,100,ativa
820,Historia e Estilos em Paisagismo e Jardinagem,2024-01-01,Obrigatoria,4,80,ativa
821,Estudos do Solo I,2024-01-01,Obrigatoria,4,80,ativa
822,Biologia Vegetal I,2024-01-01,Obrigatoria,4,80,ativa
823,Desenho Tecnico,2024-01-01,Obrigatoria,4,80,ativa
824,Lazer e Hospitalidade,2024-01-01,Obrigatoria,2,40,ativa
825,Legislacao,2024-01-01,Obrigatoria,2,40,ativa
826,Comunicacao e Expressao,2024-01-01,Obrigatoria,2,40,ativa
827,Espanhol I,2024-01-01,Obrigatoria,2,40,ativa
828,Gestao Ambiental,2024-01-01,Obrigatoria,4,80,ativa
829,Estudos do Solo II,2024-01-01,Obrigatoria,4,80,ativa
830,Biologia Vegetal II,2024-01-01,Obrigatoria,4,80,ativa
831,Desenho Assistido por Computador,2024-01-01,Obrigatoria,4,80,ativa
832,Tecnologia em Jardinagem I,2024-01-01,Obrigatoria,4,80,ativa
833,Competitividade e Inovacao,2024-01-01,Obrigatoria,2,40,ativa
834,Espanhol II,2024-01-01,Obrigatoria,2,40,ativa
835,Projeto Integrador I,2024-01-01,Obrigatoria,4,80,ativa
836,Planejamento de Obras,2024-01-01,Obrigatoria,4,80,ativa
837,Estrutura e Design I,2024-01-01,Obrigatoria,4,80,ativa
838,Ecologia I,2024-01-01,Obrigatoria,4,80,ativa
839,Tecnologia em Jardinagem II,2024-01-01,Obrigatoria,4,80,ativa
840,Desenvolvimento de Portfolio,2024-01-01,Obrigatoria,2,40,ativa
841,Espanhol III,2024-01-01,Obrigatoria,2,40,ativa
842,Projeto Integrador II,2024-01-01,Obrigatoria,4,80,ativa
843,Estrutura e Design II,2024-01-01,Obrigatoria,4,80,ativa
844,Ecologia II,2024-01-01,Obrigatoria,4,80,ativa
845,Tecnologia em Jardinagem III,2024-01-01,Obrigatoria,4,80,ativa
846,Hidraulica,2024-01-01,Obrigatoria,4,80,ativa
847,Fundamentos de Marketing Digital,2024-01-01,Obrigatoria,2,40,ativa
848,Ingles I,2024-01-01,Obrigatoria,2,40,ativa
849,Projeto Integrador III,2024-01-01,Obrigatoria,4,80,ativa
850,Paisagismo Funcional I,2024-01-01,Obrigatoria,4,80,ativa
851,Luminotecnica,2024-01-01,Obrigatoria,4,80,ativa
852,Custos e Orcamentos,2024-01-01,Obrigatoria,2,40,ativa
853,Administracao,2024-01-01,Obrigatoria,4,80,ativa
854,Saude Publica e Meio Ambiente,2024-01-01,Obrigatoria,4,80,ativa
855,Ingles II,2024-01-01,Obrigatoria,2,40,ativa
856,Projeto Integrador IV,2024-01-01,Obrigatoria,4,80,ativa
857,Arborizacao Urbana,2024-01-01,Obrigatoria,4,80,ativa
858,Paisagismo Funcional II,2024-01-01,Obrigatoria,4,80,ativa
859,Manejo de Especies Invasoras,2024-01-01,Obrigatoria,2,40,ativa
860,Automacao,2024-01-01,Obrigatoria,4,80,ativa
861,Empreendedorismo em Jardinagem,2024-01-01,Obrigatoria,4,80,ativa
862,Ingles III,2024-01-01,Obrigatoria,2,40,ativa
863,Administracao Geral,2021-01-01,Obrigatoria,2,40,ativa
864,Matematica,2021-01-01,Obrigatoria,4,80,ativa
865,Economia e Financas,2021-01-01,Obrigatoria,2,40,ativa
866,Gestao da Qualidade,2021-01-01,Obrigatoria,4,80,ativa
867,Comunicacao e Expressao,2021-01-01,Obrigatoria,2,40,ativa
868,"Ergonomia, Saude e Seguranca do Trabalho",2021-01-01,Obrigatoria,2,40,ativa
869,Gestao de Pessoas,2021-01-01,Obrigatoria,2,40,ativa
870,Estatistica Aplicada,2021-01-01,Obrigatoria,4,80,ativa
871,Gestao de Processos,2021-01-01,Obrigatoria,4,80,ativa
872,Custos Industriais e Comerciais,2021-01-01,Obrigatoria,2,40,ativa
873,Ingles Instrumental,2021-01-01,Obrigatoria,2,40,ativa
874,Gestao de Projetos,2021-01-01,Obrigatoria,2,40,ativa
875,Pesquisa Operacional,2021-01-01,Obrigatoria,4,80,ativa
876,Controle Estatistico do Processo,2021-01-01,Obrigatoria,4,80,ativa
877,Analise de Investimentos,2021-01-01,Obrigatoria,2,40,ativa
878,Comunicacao Empresarial,2021-01-01,Obrigatoria,2,40,ativa
879,Gestao Estrategica,2021-01-01,Obrigatoria,2,40,ativa
880,Modelagem e Simulacao de Processos,2021-01-01,Obrigatoria,4,80,ativa
881,Auditoria da Qualidade,2021-01-01,Obrigatoria,4,80,ativa
882,Gestao Ambiental e Sustentabilidade,2021-01-01,Obrigatoria,2,40,ativa
883,Metodologia da Pesquisa Cientifica,2021-01-01,Obrigatoria,2,40,ativa
884,Empreendedorismo e Inovacao,2021-01-01,Obrigatoria,2,40,ativa
885,Gestao de Indicadores de Desempenho,2021-01-01,Obrigatoria,4,80,ativa
886,Gestao da Producao e Servicos,2021-01-01,Obrigatoria,4,80,ativa
887,Economia e Mercado,2021-01-01,Obrigatoria,2,40,ativa
888,Etica e Responsabilidade Social,2021-01-01,Obrigatoria,2,40,ativa
889,Planejamento e Controle da Qualidade,2021-01-01,Obrigatoria,4,80,ativa
890,Analise Multivariada,2021-01-01,Obrigatoria,4,80,ativa
891,Sistemas Integrados de Gestao,2021-01-01,Obrigatoria,4,80,ativa
892,Gestao de Custos e Orcamento,2021-01-01,Obrigatoria,2,40,ativa
893,Trabalho de Graduacao,2021-01-01,Obrigatoria,4,80,ativa
